Material	PS	D	 Power	 Speed	Hatch 	LT	SS	GF	RD 
3.00	30.00	4.29	110.00	600.00	0.09	0.03	0.20	25.00	96.95
3.00	30.00	4.32	110.00	650.00	0.07	0.03	0.20	25.00	97.52
3.00	30.00	4.32	110.00	700.00	0.07	0.03	0.20	25.00	97.42
3.00	30.00	4.33	110.00	750.00	0.08	0.03	0.20	25.00	97.65
3.00	30.00	4.35	110.00	800.00	0.08	0.03	0.20	25.00	98.24
3.00	40.00	4.41	150.00	1300.00	0.09	0.03	0.10	22.00	99.52
3.00	40.00	4.18	210.00	1500.00	0.09	0.03	0.10	22.00	94.40
3.00	40.00	4.37	180.00	900.00	0.11	0.03	0.10	22.00	98.75
3.00	40.00	4.42	120.00	640.00	0.09	0.03	0.10	22.00	99.70
3.00	40.00	4.25	170.00	900.00	0.09	0.03	0.10	22.00	95.88
3.00	40.00	4.10	120.00	600.00	0.09	0.03	0.10	22.00	92.62
3.00	40.00	4.41	120.00	700.00	0.07	0.03	0.10	22.00	99.56
3.00	40.00	4.40	230.00	1200.00	0.07	0.03	0.10	22.00	99.43
3.00	40.00	4.38	220.00	800.00	0.09	0.03	0.10	22.00	98.88
3.00	40.00	4.12	250.00	800.00	0.09	0.03	0.10	22.00	93.04
3.00	40.00	4.27	320.00	1000.00	0.07	0.03	0.10	22.00	96.35
3.00	40.00	4.42	150.00	1300.00	0.09	0.03	0.10	22.00	99.77
3.00	40.00	4.17	210.00	1500.00	0.09	0.03	0.10	22.00	94.09
3.00	40.00	4.40	180.00	900.00	0.11	0.03	0.10	22.00	99.34
3.00	40.00	4.40	120.00	640.00	0.09	0.03	0.10	22.00	99.38
3.00	40.00	4.29	170.00	900.00	0.09	0.03	0.10	22.00	96.82
3.00	40.00	4.09	120.00	600.00	0.09	0.03	0.10	22.00	92.33
3.00	40.00	4.41	120.00	700.00	0.07	0.03	0.10	22.00	99.53
3.00	40.00	4.42	230.00	1200.00	0.07	0.03	0.10	22.00	99.72
3.00	40.00	4.38	220.00	800.00	0.09	0.03	0.10	22.00	98.84
3.00	40.00	4.13	250.00	800.00	0.09	0.03	0.10	22.00	93.19
3.00	40.00	4.28	320.00	1000.00	0.07	0.03	0.10	22.00	96.50
3.00	40.00	4.35	280.00	1200.00	0.08	0.03	0.10	1.00	98.30
3.00	26.20	3.54	46.00	325.00	0.10	0.03	0.05	16.99	79.97
3.00	26.20	3.78	35.00	250.00	0.08	0.03	0.05	16.99	85.44
3.00	26.20	4.20	43.00	100.00	0.08	0.03	0.05	16.99	94.71
3.00	26.20	3.99	39.00	325.00	0.06	0.03	0.05	16.99	90.09
3.00	26.20	3.30	39.00	325.00	0.10	0.03	0.05	16.99	74.57
3.00	26.20	4.30	46.00	175.00	0.06	0.03	0.05	16.99	97.06
3.00	26.20	4.24	46.00	325.00	0.06	0.03	0.05	16.99	95.61
3.00	26.20	4.31	39.00	175.00	0.06	0.03	0.05	16.99	97.37
3.00	26.20	4.09	43.00	250.00	0.08	0.03	0.05	16.99	92.35
3.00	26.20	3.41	43.00	400.00	0.08	0.03	0.05	16.99	76.91
3.00	26.20	4.26	50.00	250.00	0.08	0.03	0.05	16.99	96.14
3.00	26.20	4.08	43.00	250.00	0.08	0.03	0.05	16.99	92.20
3.00	26.20	3.47	43.00	250.00	0.12	0.03	0.05	16.99	78.30
3.00	26.20	4.16	39.00	175.00	0.10	0.03	0.05	16.99	93.82
3.00	26.20	4.30	46.00	175.00	0.10	0.03	0.05	16.99	96.99
3.00	26.20	4.09	43.00	250.00	0.08	0.03	0.05	16.99	92.23
3.00	26.20	4.27	43.00	250.00	0.04	0.03	0.05	16.99	96.43
3.00	68.00	4.43	400.00	40.00	0.50	0.20	0.20	24.92	99.99
3.00	68.00	4.43	400.00	40.00	0.60	0.20	0.20	24.92	99.99
3.00	68.00	4.43	400.00	40.00	0.70	0.20	0.20	24.92	99.97
3.00	68.00	4.43	400.00	40.00	0.80	0.20	0.20	24.92	99.90
3.00	68.00	4.43	400.00	60.00	0.40	0.20	0.20	24.92	99.98
3.00	68.00	4.43	400.00	60.00	0.50	0.20	0.20	24.92	99.99
3.00	68.00	4.43	400.00	60.00	0.60	0.20	0.20	24.92	99.98
3.00	68.00	4.43	400.00	60.00	0.70	0.20	0.20	24.92	99.93
3.00	68.00	4.43	400.00	80.00	0.30	0.20	0.20	24.92	99.99
3.00	68.00	4.42	400.00	80.00	0.40	0.20	0.20	24.92	99.81
3.00	68.00	4.42	400.00	80.00	0.50	0.20	0.20	24.92	99.78
3.00	68.00	4.42	400.00	80.00	0.60	0.20	0.20	24.92	99.73
3.00	68.00	4.43	400.00	100.00	0.20	0.20	0.20	24.92	99.94
3.00	68.00	4.42	400.00	100.00	0.30	0.20	0.20	24.92	99.88
3.00	68.00	4.38	400.00	100.00	0.40	0.20	0.20	24.92	98.95
3.00	68.00	4.29	400.00	100.00	0.50	0.20	0.20	24.92	96.89
3.00	31.06	4.22	280.00	2800.00	0.05	0.03	0.10	9.00	95.25
3.00	31.06	4.29	280.00	3000.00	0.06	0.03	0.10	9.00	96.89
3.00	31.06	3.97	280.00	3200.00	0.07	0.03	0.10	9.00	89.55
3.00	31.06	4.11	300.00	2800.00	0.05	0.03	0.10	9.00	92.86
3.00	31.06	4.37	300.00	3000.00	0.06	0.03	0.10	9.00	98.55
3.00	31.06	4.02	300.00	3200.00	0.07	0.03	0.10	9.00	90.78
3.00	31.06	4.01	320.00	2800.00	0.05	0.03	0.10	9.00	90.42
3.00	31.06	4.42	320.00	3000.00	0.06	0.03	0.10	9.00	99.69
3.00	31.06	4.12	320.00	3200.00	0.07	0.03	0.10	9.00	93.02
3.00	31.06	4.40	200.00	800.00	0.07	0.04	0.08	9.00	99.39
3.00	31.06	4.42	250.00	1000.00	0.10	0.04	0.08	9.00	99.73
3.00	31.06	4.35	300.00	1200.00	0.13	0.04	0.08	9.00	98.14
3.00	31.06	4.34	200.00	1000.00	0.13	0.04	0.08	9.00	98.07
3.00	31.06	4.40	250.00	1200.00	0.07	0.04	0.08	9.00	99.32
3.00	31.06	4.39	300.00	800.00	0.10	0.04	0.08	9.00	99.12
3.00	31.06	4.34	200.00	1200.00	0.10	0.04	0.08	9.00	97.87
3.00	31.06	4.34	250.00	800.00	0.13	0.04	0.08	9.00	97.91
3.00	31.06	4.41	300.00	1000.00	0.07	0.04	0.08	9.00	99.50
3.00	34.00	4.41	150.00	1300.00	0.09	0.03	0.10	6.00	99.65
3.00	34.00	4.39	180.00	900.00	0.11	0.03	0.10	6.00	99.04
3.00	34.00	4.41	120.00	700.00	0.07	0.03	0.10	6.00	99.54
3.00	34.00	4.41	230.00	1200.00	0.07	0.03	0.10	6.00	99.57
3.00	34.00	4.38	220.00	800.00	0.09	0.03	0.10	6.00	98.86
3.00	34.00	4.41	120.00	640.00	0.09	0.03	0.10	6.00	99.54
3.00	22.50	4.37	75.00	1000.00	0.08	0.03	0.11	7.00	98.72
3.00	22.50	4.40	75.00	800.00	0.08	0.03	0.11	7.00	99.39
3.00	22.50	4.41	75.00	600.00	0.08	0.03	0.11	7.00	99.46
3.00	22.50	4.40	75.00	400.00	0.08	0.03	0.11	7.00	99.30
3.00	22.50	4.35	75.00	300.00	0.08	0.03	0.11	7.00	98.32
3.00	22.50	4.31	75.00	200.00	0.08	0.03	0.11	7.00	97.32
3.00	22.50	4.30	75.00	150.00	0.08	0.03	0.11	7.00	97.07
3.00	42.00	4.28	175.00	200.00	0.10	0.03	0.09	13.00	96.70
3.00	42.00	4.40	175.00	400.00	0.10	0.03	0.09	13.00	99.40
3.00	42.00	4.42	175.00	600.00	0.10	0.03	0.09	13.00	99.83
3.00	42.00	4.42	175.00	800.00	0.10	0.03	0.09	13.00	99.74
3.00	42.00	4.41	175.00	1000.00	0.10	0.03	0.09	13.00	99.45
3.00	42.00	4.42	175.00	600.00	0.04	0.03	0.09	13.00	99.80
3.00	42.00	4.42	175.00	600.00	0.07	0.03	0.09	13.00	99.88
3.00	42.00	4.42	175.00	600.00	0.10	0.03	0.09	13.00	99.86
3.00	42.00	4.42	175.00	600.00	0.13	0.03	0.09	13.00	99.85
3.00	42.00	4.39	100.00	600.00	0.10	0.03	0.09	13.00	99.10
3.00	42.00	4.42	130.00	600.00	0.10	0.03	0.09	13.00	99.88
3.00	42.00	4.42	160.00	600.00	0.10	0.03	0.09	13.00	99.88
3.00	42.00	4.42	190.00	600.00	0.10	0.03	0.09	13.00	99.86
4.00	28.85	0.00	160.00	650.00	0.05	0.03	0.07	16.00	94.65
4.00	28.85	0.00	160.00	750.00	0.06	0.03	0.07	16.00	95.43
4.00	28.85	0.00	160.00	850.00	0.07	0.03	0.07	16.00	98.09
4.00	28.85	0.00	160.00	950.00	0.08	0.03	0.07	16.00	98.22
4.00	28.85	0.00	200.00	650.00	0.06	0.03	0.07	16.00	96.84
4.00	28.85	0.00	200.00	750.00	0.05	0.03	0.07	16.00	98.89
4.00	28.85	0.00	200.00	850.00	0.08	0.03	0.07	16.00	98.44
4.00	28.85	0.00	200.00	950.00	0.07	0.03	0.07	16.00	97.00
4.00	28.85	0.00	240.00	650.00	0.07	0.03	0.07	16.00	98.31
4.00	28.85	0.00	240.00	750.00	0.08	0.03	0.07	16.00	98.54
4.00	28.85	0.00	240.00	850.00	0.06	0.03	0.07	16.00	98.23
4.00	28.85	0.00	240.00	950.00	0.05	0.03	0.07	16.00	98.52
4.00	28.85	0.00	280.00	650.00	0.08	0.03	0.07	16.00	96.90
4.00	28.85	0.00	280.00	750.00	0.07	0.03	0.07	16.00	98.79
4.00	28.85	0.00	280.00	850.00	0.06	0.03	0.07	16.00	98.97
4.00	28.85	0.00	280.00	950.00	0.05	0.03	0.07	16.00	97.76
4.00	30.30	0.00	465.00	300.00	0.06	0.03	0.06	15.90	98.43
4.00	30.30	0.00	465.00	350.00	0.07	0.03	0.06	15.90	97.79
4.00	30.30	0.00	465.00	400.00	0.08	0.03	0.06	15.90	98.03
4.00	30.30	0.00	465.00	450.00	0.09	0.03	0.06	15.90	98.09
4.00	30.30	0.00	475.00	300.00	0.07	0.03	0.06	15.90	97.68
4.00	30.30	0.00	475.00	350.00	0.08	0.03	0.06	15.90	97.58
4.00	30.30	0.00	475.00	400.00	0.09	0.03	0.06	15.90	98.09
4.00	30.30	0.00	475.00	450.00	0.06	0.03	0.06	15.90	98.69
4.00	30.30	0.00	485.00	300.00	0.08	0.03	0.06	15.90	98.22
4.00	30.30	0.00	485.00	350.00	0.09	0.03	0.06	15.90	97.88
4.00	30.30	0.00	485.00	400.00	0.06	0.03	0.06	15.90	97.72
4.00	30.30	0.00	485.00	450.00	0.07	0.03	0.06	15.90	97.42
4.00	30.30	0.00	495.00	300.00	0.09	0.03	0.06	15.90	97.53
4.00	30.30	0.00	495.00	350.00	0.06	0.03	0.06	15.90	98.27
4.00	30.30	0.00	495.00	400.00	0.07	0.03	0.06	15.90	96.55
4.00	30.30	0.00	495.00	450.00	0.08	0.03	0.06	15.90	96.54
4.00	25.00	0.00	400.00	300.00	0.08	0.03	0.30	3.00	99.15
4.00	25.00	0.00	400.00	500.00	0.10	0.03	0.30	3.00	98.62
4.00	25.00	0.00	400.00	700.00	0.12	0.03	0.30	3.00	98.83
4.00	27.00	0.00	410.00	480.00	0.07	0.03	0.09	20.00	99.08
4.00	27.00	0.00	440.00	480.00	0.07	0.03	0.09	20.00	99.15
4.00	27.00	0.00	410.00	720.00	0.07	0.03	0.09	20.00	99.14
4.00	27.00	0.00	440.00	720.00	0.07	0.03	0.09	20.00	99.17
4.00	27.00	0.00	410.00	480.00	0.11	0.03	0.09	20.00	99.12
4.00	27.00	0.00	440.00	480.00	0.11	0.03	0.09	20.00	99.14
4.00	27.00	0.00	410.00	720.00	0.11	0.03	0.09	20.00	99.14
4.00	27.00	0.00	440.00	720.00	0.11	0.03	0.09	20.00	99.18
4.00	27.00	0.00	400.00	600.00	0.09	0.03	0.09	20.00	99.21
4.00	27.00	0.00	450.00	600.00	0.09	0.03	0.09	20.00	99.25
4.00	27.00	0.00	425.00	400.00	0.09	0.03	0.09	20.00	99.09
4.00	27.00	0.00	425.00	800.00	0.09	0.03	0.09	20.00	99.21
4.00	27.00	0.00	425.00	600.00	0.06	0.03	0.09	20.00	99.17
4.00	27.00	0.00	425.00	600.00	0.12	0.03	0.09	20.00	99.16
4.00	27.00	0.00	425.00	600.00	0.09	0.03	0.09	20.00	99.23
4.00	27.00	0.00	425.00	600.00	0.09	0.03	0.09	20.00	99.18
4.00	27.00	0.00	425.00	600.00	0.09	0.03	0.09	20.00	99.13
4.00	27.00	0.00	425.00	600.00	0.09	0.03	0.09	20.00	99.15
4.00	27.00	0.00	425.00	600.00	0.09	0.03	0.09	20.00	99.14
4.00	27.00	0.00	425.00	600.00	0.09	0.03	0.09	20.00	99.18
4.00	27.00	0.00	290.00	442.00	0.14	0.03	0.08	20.00	94.81
4.00	27.00	0.00	290.00	442.00	0.20	0.03	0.08	20.00	92.86
4.00	27.00	0.00	290.00	858.00	0.14	0.03	0.08	20.00	94.95
4.00	27.00	0.00	290.00	858.00	0.20	0.03	0.08	20.00	91.29
4.00	27.00	0.00	350.00	441.00	0.14	0.03	0.08	20.00	98.95
4.00	27.00	0.00	350.00	441.00	0.20	0.03	0.08	20.00	97.99
4.00	27.00	0.00	350.00	858.00	0.14	0.03	0.08	20.00	98.44
4.00	27.00	0.00	350.00	858.00	0.20	0.03	0.08	20.00	96.27
4.00	27.00	0.00	320.00	650.00	0.12	0.03	0.08	20.00	98.04
4.00	27.00	0.00	320.00	650.00	0.22	0.03	0.08	20.00	95.47
4.00	27.00	0.00	320.00	300.00	0.17	0.03	0.08	20.00	95.47
4.00	27.00	0.00	320.00	1000.00	0.17	0.03	0.08	20.00	93.83
4.00	27.00	0.00	270.00	650.00	0.17	0.03	0.08	20.00	92.36
4.00	27.00	0.00	370.00	650.00	0.17	0.03	0.08	20.00	99.14
4.00	27.00	0.00	320.00	650.00	0.17	0.03	0.08	20.00	97.00
4.00	27.00	0.00	320.00	650.00	0.17	0.03	0.08	20.00	96.60
4.00	27.00	0.00	320.00	650.00	0.17	0.03	0.08	20.00	96.39
4.00	27.00	0.00	320.00	650.00	0.17	0.03	0.08	20.00	96.72
4.00	27.00	0.00	320.00	650.00	0.17	0.03	0.08	20.00	96.45
4.00	27.00	0.00	320.00	650.00	0.17	0.03	0.08	20.00	96.10
4.00	30.27	0.00	350.00	250.00	0.08	0.03	0.10	16.00	95.87
4.00	30.27	0.00	350.00	300.00	0.09	0.03	0.10	16.00	95.64
4.00	30.27	0.00	350.00	350.00	0.10	0.03	0.10	16.00	95.53
4.00	30.27	0.00	350.00	400.00	0.11	0.03	0.10	16.00	95.64
4.00	30.27	0.00	375.00	250.00	0.09	0.03	0.10	16.00	96.54
4.00	30.27	0.00	375.00	300.00	0.08	0.03	0.10	16.00	96.42
4.00	30.27	0.00	375.00	350.00	0.11	0.03	0.10	16.00	96.09
4.00	30.27	0.00	375.00	400.00	0.10	0.03	0.10	16.00	96.42
4.00	30.27	0.00	400.00	250.00	0.10	0.03	0.10	16.00	97.43
4.00	30.27	0.00	400.00	300.00	0.11	0.03	0.10	16.00	96.76
4.00	30.27	0.00	400.00	350.00	0.08	0.03	0.10	16.00	97.09
4.00	30.27	0.00	400.00	400.00	0.09	0.03	0.10	16.00	97.09
4.00	30.27	0.00	425.00	250.00	0.11	0.03	0.10	16.00	97.42
4.00	30.27	0.00	425.00	300.00	0.10	0.03	0.10	16.00	97.65
4.00	30.27	0.00	425.00	350.00	0.09	0.03	0.10	16.00	97.64
4.00	30.27	0.00	425.00	400.00	0.08	0.03	0.10	16.00	96.64
4.00	34.00	0.00	400.00	400.16	0.07	0.03	0.07	4.00	89.30
4.00	34.00	0.00	400.00	249.83	0.09	0.03	0.07	4.00	92.40
4.00	34.00	0.00	400.00	199.93	0.09	0.03	0.07	4.00	99.50
4.00	34.00	0.00	350.00	100.02	0.09	0.03	0.07	4.00	95.40
4.00	32.50	0.00	600.00	1000.00	0.12	0.05	0.15	1.00	98.75
4.00	27.60	0.00	320.00	500.00	0.09	0.03	0.08	24.00	99.13
4.00	27.60	0.00	320.00	600.00	0.09	0.03	0.08	24.00	98.91
4.00	27.60	0.00	320.00	700.00	0.09	0.03	0.08	24.00	99.00
4.00	27.60	0.00	320.00	800.00	0.09	0.03	0.08	24.00	98.92
4.00	27.60	0.00	320.00	900.00	0.09	0.03	0.08	24.00	98.65
4.00	27.60	0.00	320.00	1000.00	0.09	0.03	0.08	24.00	98.49
4.00	27.60	0.00	340.00	500.00	0.09	0.03	0.08	24.00	99.01
4.00	27.60	0.00	340.00	600.00	0.09	0.03	0.08	24.00	99.16
4.00	27.60	0.00	340.00	700.00	0.09	0.03	0.08	24.00	99.09
4.00	27.60	0.00	340.00	800.00	0.09	0.03	0.08	24.00	98.86
4.00	27.60	0.00	340.00	900.00	0.09	0.03	0.08	24.00	98.89
4.00	27.60	0.00	340.00	1000.00	0.09	0.03	0.08	24.00	98.67
4.00	27.60	0.00	355.00	500.00	0.09	0.03	0.08	24.00	99.21
4.00	27.60	0.00	355.00	600.00	0.09	0.03	0.08	24.00	98.98
4.00	27.60	0.00	355.00	700.00	0.09	0.03	0.08	24.00	99.12
4.00	27.60	0.00	355.00	800.00	0.09	0.03	0.08	24.00	98.98
4.00	27.60	0.00	355.00	900.00	0.09	0.03	0.08	24.00	99.00
4.00	27.60	0.00	355.00	1000.00	0.09	0.03	0.08	24.00	98.70
4.00	27.60	0.00	370.00	500.00	0.09	0.03	0.08	24.00	99.21
4.00	27.60	0.00	370.00	600.00	0.09	0.03	0.08	24.00	99.13
4.00	27.60	0.00	370.00	700.00	0.09	0.03	0.08	24.00	99.08
4.00	27.60	0.00	370.00	800.00	0.09	0.03	0.08	24.00	99.26
4.00	27.60	0.00	370.00	900.00	0.09	0.03	0.08	24.00	99.10
4.00	27.60	0.00	370.00	1000.00	0.09	0.03	0.08	24.00	98.79
4.00	30.27	0.00	380.00	700.00	0.06	0.03	0.07	16.00	88.25
4.00	30.27	0.00	380.00	800.00	0.06	0.03	0.07	16.00	86.15
4.00	30.27	0.00	380.00	900.00	0.06	0.03	0.07	16.00	83.80
4.00	30.27	0.00	380.00	1000.00	0.06	0.03	0.07	16.00	81.66
4.00	30.27	0.00	400.00	900.00	0.05	0.03	0.07	16.00	85.49
4.00	30.27	0.00	400.00	900.00	0.06	0.03	0.07	16.00	85.95
4.00	30.27	0.00	400.00	900.00	0.07	0.03	0.07	16.00	85.26
4.00	30.27	0.00	400.00	900.00	0.08	0.03	0.07	16.00	84.47
4.00	30.27	0.00	440.00	900.00	0.05	0.03	0.07	16.00	87.63
4.00	30.27	0.00	440.00	900.00	0.06	0.03	0.07	16.00	87.93
4.00	30.27	0.00	440.00	900.00	0.07	0.03	0.07	16.00	84.92
4.00	30.27	0.00	440.00	900.00	0.08	0.03	0.07	16.00	84.03
4.00	30.27	0.00	460.00	700.00	0.06	0.03	0.07	16.00	90.50
4.00	30.27	0.00	460.00	800.00	0.06	0.03	0.07	16.00	89.81
4.00	30.27	0.00	460.00	900.00	0.06	0.03	0.07	16.00	88.83
4.00	30.27	0.00	460.00	1000.00	0.06	0.03	0.07	16.00	81.87
4.00	33.80	0.00	600.00	600.00	0.11	0.08	0.08	2.00	97.80
4.00	33.80	0.00	600.00	600.00	0.11	0.08	0.08	2.00	97.70
5.00	40.00	0.00	625.00	1400.00	0.35	0.06	0.10	28.00	95.67
5.00	40.00	0.00	950.00	1400.00	0.35	0.06	0.10	28.00	99.15
5.00	40.00	0.00	788.00	2300.00	0.35	0.06	0.10	28.00	94.33
5.00	40.00	0.00	463.00	2300.00	0.35	0.06	0.10	28.00	93.20
5.00	40.00	0.00	300.00	1400.00	0.35	0.06	0.10	28.00	93.94
5.00	40.00	0.00	463.00	500.00	0.35	0.06	0.10	28.00	99.57
5.00	40.00	0.00	788.00	500.00	0.35	0.06	0.10	28.00	96.29
5.00	40.00	0.00	788.00	1700.00	0.40	0.06	0.10	28.00	94.67
5.00	40.00	0.00	463.00	1700.00	0.40	0.06	0.10	28.00	94.25
5.00	40.00	0.00	625.00	800.00	0.40	0.06	0.10	28.00	99.16
5.00	40.00	0.00	788.00	1099.00	0.30	0.06	0.10	28.00	99.77
5.00	40.00	0.00	463.00	1099.00	0.30	0.06	0.10	28.00	95.78
5.00	40.00	0.00	625.00	2000.00	0.30	0.06	0.10	28.00	94.83
5.00	40.00	0.00	300.00	800.00	0.30	0.06	0.10	28.00	94.68
5.00	40.00	0.00	625.00	1400.00	0.35	0.06	0.10	28.00	90.90
5.00	40.00	0.00	950.00	1400.00	0.35	0.06	0.10	28.00	98.68
5.00	40.00	0.00	788.00	2300.00	0.35	0.06	0.10	28.00	80.21
5.00	40.00	0.00	463.00	2300.00	0.35	0.06	0.10	28.00	52.06
5.00	40.00	0.00	300.00	1400.00	0.35	0.06	0.10	28.00	60.51
5.00	40.00	0.00	463.00	500.00	0.35	0.06	0.10	28.00	98.60
5.00	40.00	0.00	788.00	500.00	0.35	0.06	0.10	28.00	93.86
5.00	40.00	0.00	788.00	1700.00	0.40	0.06	0.10	28.00	85.02
5.00	40.00	0.00	463.00	1700.00	0.40	0.06	0.10	28.00	71.78
5.00	40.00	0.00	625.00	800.00	0.40	0.06	0.10	28.00	98.93
5.00	40.00	0.00	788.00	1099.00	0.30	0.06	0.10	28.00	99.51
5.00	40.00	0.00	463.00	1099.00	0.30	0.06	0.10	28.00	94.72
5.00	40.00	0.00	625.00	2000.00	0.30	0.06	0.10	28.00	85.58
5.00	40.00	0.00	300.00	800.00	0.30	0.06	0.10	28.00	87.24
5.00	30.00	0.00	170.00	800.00	0.11	0.03	0.15	23.00	99.08
5.00	30.00	0.00	170.00	1000.00	0.11	0.03	0.15	23.00	99.30
5.00	30.00	0.00	170.00	1200.00	0.11	0.03	0.15	23.00	99.08
5.00	30.00	0.00	170.00	1400.00	0.11	0.03	0.15	23.00	98.55
5.00	30.00	0.00	170.00	1600.00	0.11	0.03	0.15	23.00	97.75
5.00	30.00	0.00	180.00	900.00	0.11	0.03	0.15	23.00	99.02
5.00	30.00	0.00	180.00	1100.00	0.11	0.03	0.15	23.00	99.20
5.00	30.00	0.00	180.00	1400.00	0.11	0.03	0.15	23.00	98.85
5.00	30.00	0.00	180.00	1500.00	0.11	0.03	0.15	23.00	98.65
5.00	30.00	0.00	190.00	800.00	0.11	0.03	0.15	23.00	98.40
5.00	30.00	0.00	190.00	1000.00	0.11	0.03	0.15	23.00	98.80
5.00	30.00	0.00	190.00	1200.00	0.11	0.03	0.15	23.00	99.15
5.00	30.00	0.00	190.00	1400.00	0.11	0.03	0.15	23.00	99.10
5.00	30.00	0.00	190.00	1600.00	0.11	0.03	0.15	23.00	98.85
5.00	30.00	0.00	200.00	800.00	0.11	0.03	0.15	23.00	98.53
5.00	30.00	0.00	200.00	900.00	0.11	0.03	0.15	23.00	98.75
5.00	30.00	0.00	200.00	1000.00	0.11	0.03	0.15	23.00	98.90
5.00	30.00	0.00	200.00	1100.00	0.11	0.03	0.15	23.00	98.90
5.00	30.00	0.00	200.00	1200.00	0.11	0.03	0.15	23.00	99.11
5.00	30.00	0.00	200.00	1300.00	0.11	0.03	0.15	23.00	99.15
5.00	30.00	0.00	200.00	1400.00	0.11	0.03	0.15	23.00	99.35
5.00	30.00	0.00	200.00	1500.00	0.11	0.03	0.15	23.00	99.30
5.00	30.00	0.00	200.00	1600.00	0.11	0.03	0.15	23.00	99.10
5.00	45.00	0.00	200.00	571.43	0.08	0.03	0.08	2.00	97.00
5.00	45.00	0.00	200.00	571.43	0.08	0.03	0.08	2.00	99.30
5.00	41.50	0.00	250.00	1100.00	0.07	0.03	0.08	26.99	98.13
5.00	41.50	0.00	250.00	1100.00	0.10	0.03	0.08	26.99	98.58
5.00	41.50	0.00	250.00	1100.00	0.13	0.03	0.08	26.99	99.33
5.00	41.50	0.00	250.00	1600.00	0.07	0.03	0.08	26.99	99.22
5.00	41.50	0.00	250.00	1600.00	0.10	0.03	0.08	26.99	99.85
5.00	41.50	0.00	250.00	1600.00	0.13	0.03	0.08	26.99	99.37
5.00	41.50	0.00	250.00	2100.00	0.07	0.03	0.08	26.99	99.59
5.00	41.50	0.00	250.00	2100.00	0.10	0.03	0.08	26.99	99.07
5.00	41.50	0.00	250.00	2100.00	0.13	0.03	0.08	26.99	98.66
5.00	41.50	0.00	300.00	1100.00	0.07	0.03	0.08	26.99	98.10
5.00	41.50	0.00	300.00	1100.00	0.10	0.03	0.08	26.99	98.99
5.00	41.50	0.00	300.00	1100.00	0.13	0.03	0.08	26.99	98.32
5.00	41.50	0.00	300.00	1600.00	0.07	0.03	0.08	26.99	98.84
5.00	41.50	0.00	300.00	1600.00	0.10	0.03	0.08	26.99	99.44
5.00	41.50	0.00	300.00	1600.00	0.13	0.03	0.08	26.99	99.29
5.00	41.50	0.00	300.00	2100.00	0.07	0.03	0.08	26.99	99.18
5.00	41.50	0.00	300.00	2100.00	0.10	0.03	0.08	26.99	99.55
5.00	41.50	0.00	300.00	2100.00	0.13	0.03	0.08	26.99	98.69
5.00	41.50	0.00	350.00	1100.00	0.07	0.03	0.08	26.99	96.68
5.00	41.50	0.00	350.00	1100.00	0.10	0.03	0.08	26.99	96.08
5.00	41.50	0.00	350.00	1100.00	0.13	0.03	0.08	26.99	97.28
5.00	41.50	0.00	350.00	1600.00	0.07	0.03	0.08	26.99	98.81
5.00	41.50	0.00	350.00	1600.00	0.10	0.03	0.08	26.99	98.88
5.00	41.50	0.00	350.00	1600.00	0.13	0.03	0.08	26.99	99.29
5.00	41.50	0.00	350.00	2100.00	0.07	0.03	0.08	26.99	99.14
5.00	41.50	0.00	350.00	2100.00	0.10	0.03	0.08	26.99	99.40
5.00	41.50	0.00	350.00	2100.00	0.13	0.03	0.08	26.99	99.37
5.00	25.60	0.00	300.00	1200.00	0.15	0.03	0.10	1.00	99.96
5.00	41.50	0.00	300.00	1000.00	0.15	0.05	0.09	18.00	99.20
5.00	41.50	0.00	300.00	1500.00	0.15	0.05	0.09	18.00	96.20
5.00	41.50	0.00	300.00	2000.00	0.15	0.05	0.09	18.00	85.40
5.00	41.50	0.00	400.00	1000.00	0.15	0.05	0.09	18.00	99.70
5.00	41.50	0.00	400.00	1500.00	0.15	0.05	0.09	18.00	99.30
5.00	41.50	0.00	400.00	2000.00	0.15	0.05	0.09	18.00	97.00
5.00	41.50	0.00	500.00	1000.00	0.15	0.05	0.09	18.00	99.30
5.00	41.50	0.00	500.00	1500.00	0.15	0.05	0.09	18.00	99.70
5.00	41.50	0.00	500.00	2000.00	0.15	0.05	0.09	18.00	99.70
5.00	41.50	0.00	600.00	1000.00	0.15	0.05	0.09	18.00	99.20
5.00	41.50	0.00	600.00	1500.00	0.15	0.05	0.09	18.00	99.60
5.00	41.50	0.00	600.00	2000.00	0.15	0.05	0.09	18.00	99.80
5.00	41.50	0.00	700.00	1000.00	0.15	0.05	0.09	18.00	99.30
5.00	41.50	0.00	700.00	1500.00	0.15	0.05	0.09	18.00	99.40
5.00	41.50	0.00	700.00	2000.00	0.15	0.05	0.09	18.00	99.60
5.00	41.50	0.00	800.00	1000.00	0.15	0.05	0.09	18.00	99.50
5.00	41.50	0.00	800.00	1500.00	0.15	0.05	0.09	18.00	99.80
5.00	41.50	0.00	800.00	2000.00	0.15	0.05	0.09	18.00	99.70
5.00	41.50	0.00	350.00	1150.00	0.17	0.05	0.10	3.00	98.63
5.00	41.50	0.00	350.00	1150.00	0.17	0.05	0.10	3.00	98.72
5.00	41.50	0.00	350.00	1150.00	0.17	0.05	0.10	3.00	98.69
5.00	41.00	0.00	150.00	1200.00	0.13	0.03	0.07	64.94	94.40
